id,rut_unidad,nombre_unidad,calle_unidad,numero_unidad,comuna_unidad,region_unidad,CodigoExterno,codunspsc,nomunspsc
92,61.999.320-9,SERVICIO LOCAL DE EDUCACION DE PUERTO CORDILLERA,"MANUEL RODRIGUEZ, N°893, COQUIMBO",CAPACITACION INDUCCION INICIAL WISC-V,Coquimbo,Región de Coquimbo ,1002588-59-LE22,80111500,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Consultorías para el desarrollo de recursos humanos"
93,61.999.320-9,SERVICIO LOCAL DE EDUCACION DE PUERTO CORDILLERA,"MANUEL RODRIGUEZ, N°893, COQUIMBO",Servicio de arriendo de impresoras,Coquimbo,Región de Coquimbo ,1002588-64-LQ22,43212100,"Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Impresoras"
94,61.999.280-6,Centro de Formación Técnica Región de Coquimbo,Ariztia Oriente 739 (frente Terminal de buses Ovalle),Contratación de servicio de auditoria externa estados financieros 2020-2021 CFT Región de Coquimbo,Ovalle,Región de Coquimbo ,1004823-13-L122,93151600,"Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública / Administración y finanzas públicas / Finanzas públicas"
95,65.154.021-6,SERVICIO EDUCATIVO PROGRAMA 2,Av. General Bonilla 6100 Lo prado  Ex mundo Mágico,CONSERVACIÓN JARDIN INFANTIL Y SALA CUNA RAYEN MAP,Lo Prado,Región Metropolitana de Santiago,1013353-36-LR22,72101600,"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Revestimientos de techos, paredes o metalistería"
96,61.202.000-0,Dirección de Planeamiento - MOP,"Morandé 59, 7° piso, Of. 712",Análisis Plan Inversiones Conectividad Interurbana,Santiago Centro,Región Metropolitana de Santiago,1016-2-O122,102000000,Consultoria / Consultoria / Planificación y Factibilidad
97,61.202.000-0,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO,"Morandé 59, piso 8",ADQ DE SENSORES MULTIPARAMÉTRICOS,Santiago,Región Metropolitana de Santiago,1019-82-LP22,41111900,Equipamiento para laboratorios / Instrumentos de medida y experimentación / Instrumentos y equipos de grabación y registro
98,61.202.000-0,MOP Subsecretaría ,,Solución Wireless Lan Controller red WiFi MOP,,Región Metropolitana de Santiago,1020-31-LP22,43232900,"Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software para trabajo en redes"
99,61.999.330-6,Subdirección de administración y finanzas,SERRANO 913,CONSERVACION LICEO JOSE SANTOS OSSA VALLENAR FNDR,Vallenar,Región de Atacama ,1028871-34-LQ22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
100,61.202.000-0,Dirección de Vialidad - VII Región - Dirección Regional,1 Oriente Nº 1253 piso 2,Servicio de reparaciones marca JCB y Komatsu,Talca,Región del Maule ,1029-15-LQ22,78180100,"Servicios de transporte, almacenaje y correo / Servicios de mantención o reparaciones de transportes / Mantención o reparación de vehículos"
101,62.000.390-5,División de Administración y Finanzas,Av Libertad S/N 3er piso,SERVICIOS DE PERSONAL PARA ACCIONES DE APOYO,Chillán,Región del Ñuble,1036569-9-LP22,80111700,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Contratación de personal"
102,61.202.000-0,Dirección de Aeropuertos - I Región,"Tarapacá 130, piso 4",Conservación Puntos de Posada Región de Tarapacá,Iquique,Región de Tarapacá  ,1040-2-O122,101000000,Consultoria / Consultoria / Planificación y Factibilidad
103,69.073.700-0,Ilustre Municipalidad de El Tabo,"Av. Las Cruces Norte 401, El Tabo",MEJORAMIENTO ACERA E ILUMINACION EL TABITO FRIL,El Tabo,Región de Valparaíso ,1048-41-LP22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
104,60.100.003-2,Ministerio Secretaria General de la Presidencia,Moneda N°1160,Contratación Servicio Integral de Aseo,Santiago Centro,Región Metropolitana de Santiago,1051173-6-LR22,76111500,Servicios de limpieza industrial / Servicios de limpieza / Servicios de limpieza de edificios y oficinas en general
105,62.000.570-3,Región de Ñuble,El Roble N°978,Dirreg Ñuble Cursos de Capacitación PAC 2022,Chillán,Región del Ñuble,1051765-25-LE22,86111600,"Educación, formación, entrenamiento y capacitación / Sistemas educativos complementarios / Educación de adultos"
106,61.608.604-9,Bienes y Servicios,Santa Rosa 1234,VDH SUM DE ENDOSCOPIA DIGESTIVA ALTA PARA HCSBA,Santiago,Región Metropolitana de Santiago,1057049-189-LQ22,85122200,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales"
107,61.608.604-9,Bienes y Servicios,Santa Rosa 1234,PCV - Reparación Ascensores Montacargas,Santiago,Región Metropolitana de Santiago,1057049-195-LE22,72101500,"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Servicios de apoyo para la construcción"
108,61.608.604-9,Bienes y Servicios,Santa Rosa 1234,CSC - Mantenimiento y operacion planta Osmosis,Santiago,Región Metropolitana de Santiago,1057049-200-LE22,41104200,Equipamiento para laboratorios / Equipos e insumos para laboratorio / Equipo y suministros de purificación de agua para laboratorio
109,61.607.901-8,Bienes y Servicios,Av. Los Flamencos 01364 Región Magallanes,Mantención Preventiva y Correctiva de Equipos de Rayos X Portátil del C.R. Imagenología del Hospital Clínico de Magallanes,Punta Arenas,Región de Magallanes y de la Antártica,1057402-152-LQ22,80111600,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Servicios de personal temporal"
110,61.607.901-8,Bienes y Servicios,Av. Los Flamencos 01364 Región Magallanes,INSUMOS MEDICOS VARIOS,Punta Arenas,Región de Magallanes y de la Antártica,1057402-176-LP22,42182100,Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Estetoscopio y artículos relacionados
111,61.607.302-8,Bienes y Servicios,Villagra N° 455,Convenio Materiales para Talleres varios Hospital Mulchen,Mulchén,Región del Biobío ,1057418-18-LE22,76121800,Servicios de limpieza industrial / Eliminación y tratamiento de desechos / Tratamiento de residuos líquidos
112,61.607.306-0,Bienes y Servicios,Avenida Los Rios #840,CONVENIO DE SUMINISTRO MATERIALES Y HERRAMIENTAS,Laja,Región del Biobío ,1057421-23-LP22,81101700,"Servicios basados en ingeniería, ciencias sociales y tecnología de la información / Servicios profesionales de ingeniería / Ingeniería eléctrica y electrónica"
113,61.607.100-9,Servicio de Salud  Concepción,,SERVICIO VOLTEO DE ÁRBOLES RIESGOSOS DSSC.,,Región del Biobío ,1057432-58-LE22,70151700,"Servicios agrícolas, pesqueros, forestales y relacionados con la fauna / Cultivos forestales / Cosecha forestal"
114,61.606.401-0,Bienes y Servicios,Arturo Prat 595,Extensión Horaria 2da parte,Vicuña,Región de Coquimbo ,1057438-23-LE22,85121600,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Especialidades médicas"
115,61.606.404-5,Bienes y Servicios,Ariztia 7,Convenio de Mantención Preventiva y Correctiva para Equipos de Lavandería ,Ovalle,Región de Coquimbo ,1057441-50-LP22,47111500,Equipos y suministros de limpieza / Equipo industrial de lavandería y limpieza en seco / Equipos de lavado y secado
116,61.606.100-3,Bienes y Servicios,Anibal Pinto 815,ADQUISICIÓN DE CARROS CLINICOS Y BICICLETAS HAH,Iquique,Región de Tarapacá  ,1057448-73-LR22,42192400,Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Transporte de equipo médico y traslado de productos
117,61.980.320-5,Bienes y Servicios,Camino Rinconada 1201,Suministro de Mobiliario para el Hospital El Carmen Dr. Luis Valentín Ferrada,Maipú,Región Metropolitana de Santiago,1057472-60-LE22,56112100,Muebles y mobiliario / Muebles comerciales e industriales / Asientos
118,61.980.320-5,Bienes y Servicios,Camino Rinconada N°1201,Adquisición Bergere para HEC,Maipú,Región Metropolitana de Santiago,1057472-72-LE22,42192100,Equipamiento y suministros médicos / Equipamiento para instalaciones médicas / Asientos y taburetes clínicos y productos relacionados
119,61.608.406-2,Bienes y Servicios,AV SALVADOR 364,SERVICIO DE BIOPSIAS ENDOSCOPICAS,Providencia,Región Metropolitana de Santiago,1057489-278-LQ22,85122200,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Evaluaciones de salud individuales"
120,61.608.406-2,Bienes y Servicios,AV SALVADOR 364,Convenio de Suministro de Sutura Polidioxanona Antibacterial por 24 meses en el Hospital del Salvador ,Providencia,Región Metropolitana de Santiago,1057489-303-LE22,42312200,Equipamiento y suministros médicos / Productos para el cuidado de heridas / Sutura y productos relacionados
121,61.608.105-5,Bienes y Servicios,Calle Arturo Prat 250,Audiometría y Otorrinolaringología para HSLBP,Buin,Región Metropolitana de Santiago,1057496-34-LE22,80111600,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios de recursos humanos / Servicios de personal temporal"
122,61.608.107-1,Bienes y Servicios,Bienes y Servicios,MANTENCIÓN DE AUTOCLAVES Y GENERADOR DE VAPOR 2°,San Bernardo,Región Metropolitana de Santiago,1057498-29-LP22,42281500,Equipamiento y suministros médicos / Productos para la esterilización médica / Equipos y accesorios de esterilizadores y autoclaves
123,61.608.502-6,COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO,"Avenida Melchor  Concha y Toro 3459, Puente Alto",CONVENIO INSUMOS PABELLON OFTALMOLOGIA,Puente Alto,Región Metropolitana de Santiago,1057501-104-LQ22,42183000,Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Artículos para examen oftalmológico
124,61.608.502-6,COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO,"Avenida Melchor  Concha y Toro 3459, Puente Alto",CONVENIO INSUMOS ANESTESIA,Puente Alto,Región Metropolitana de Santiago,1057501-155-LQ22,42272500,"Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Aparatos, accesorios y suministros de anestesia"
125,61.608.502-6,COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO,"Avenida Melchor  Concha y Toro 3459, Puente Alto",CONVENIO INSUMOS ANGIOGRAFÍA,Puente Alto,Región Metropolitana de Santiago,1057501-198-LQ22,42294400,Equipamiento y suministros médicos / Productos quirúrgicos / Sistemas cardiacos y vasculares
126,61.608.502-6,COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO,,Convenio Stent con Droga para el CASR,,Región Metropolitana de Santiago,1057501-238-LR22,42203400,"Equipamiento y suministros médicos / Productos para imágenes y de medicina nuclear / Artículos para imágenes vasculares, cardiología intervencional y laboratorio de cateterización cardiaca"
127,61.608.502-6,COMPLEJO ASISTENCIAL DR. SOTERO DEL RIO,CONCHA Y TORO 3459,SERVICIO DE ARRIENDO ANALISIS E INFORMACION DE DOSIMETROS,Puente Alto,Región Metropolitana de Santiago,1057501-250-LQ22,26141700,Maquinaria para generación y distribución de energía / Equipamiento para energía nuclear / Equipo para dosimetría
128,61.607.700-7,Servicio de Salud del Reloncaví,"ESMERALDA 269, PISO 5 POBL. ESMERALDA",AYUDAS TÉCNICAS ÓRTESIS GES AÑO 2022-2023,Puerto Montt,Región de los Lagos ,1057536-80-LR22,42251700,"Equipamiento y suministros médicos / Productos de rehabilitación, terapia ocupacional y física / Productos de entrenamiento para caminar"
129,61.975.100-0,Bienes y Servicios,,RETIRO ACOPIO INSTALACION DE LUMINARIAS SOLIC 11.,,Región de los Lagos ,1057539-78-LP22,72102200,"Servicios de construcción y mantenimiento / Servicios de atención, mantenimiento y reparaciones de edificios / Servicios eléctricos"
130,61.607.201-3,Bienes y Servicios,Bienes y Servicios,ARRIENDO DE COMPUTADORES,Tomé,Región del Biobío ,1057543-65-LP22,43211500,"Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Computadores"
131,61.607.500-4,Bienes y Servicios,chacabuco #700,Contratación de Servicios de Mantención Preventiva y Correctiva a Equipos Médicos e Industriales del Serivicio de Salud Valdivia por Familia de Equipos,Valdivia,Región de Los Ríos,1057545-46-LR22,73152100,Servicios de producción y fabricación industrial / Servicios de apoyo o soporte a la fabricación / Servicios de mantenimiento y reparación de equipo de fabricación
132,61.607.502-0,Bienes y Servicios,Bienes y Servicios,Conv. Mantenimiento Electroencefalógrafo,Valdivia,Región de Los Ríos,1057547-192-LE22,42181500,Equipamiento y suministros médicos / Productos para exámenes y control de pacientes / Evaluación de diagnóstico y productos para examen de uso general
133,61.607.502-0,Bienes y Servicios,Bienes y Servicios,CONVENIO DE SUMINISTRO QUIMIOTERAPIA,Valdivia,Región de Los Ríos,1057547-201-LP22,42143300,Equipamiento y suministros médicos / Suministros y productos clínicos / Equipo y suministros de quimioterapia
134,61.607.502-0,Activos Fijos,Simpson 850,ADQUISICION DE VENTILADOR MECANICO,Valdivia,Región de Los Ríos,1057937-6-LE22,42272200,"Equipamiento y suministros médicos / Productos de resucitación, anestesia y respiratorios / Ventiladores y accesorios de presión mecánica positiva"
135,61.606.100-3,Obras Civiles,"OBISPO LABBE 962, IQUIQUE.",CONSTRUCCIÓN NUEVO SERVICIO DE ONCOLOGÍA HOSPITAL ERNESTO TORRES GALDAMES IQUIQUE,Iquique,Región de Tarapacá  ,1057964-3-LR22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
136,61.607.000-2,Obras Civiles,,Ampliación boxes Dentales Hospital Comunitario de Quirihue,,Región del Ñuble,1057974-2-LP22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
137,61.607.700-7,Obras Civiles,"ESMERALDA 269 PISO 5 , POBL ESMERALDA",CONSTRUCCION HABILITACION CENTRO DIALISIS CALBUCO,Puerto Montt,Región de los Lagos ,1057977-8-LR22,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras
138,61.607.901-8,Fármarcos,dipresrecepcion@custodium.com - Región de Magalla,MEDICAMENTOS ÁREA ONCOLÓGICA HCM 2023,Punta Arenas,Región de Magallanes y de la Antártica,1058012-11-LP22,85121900,"Salud, servicios sanitarios y alimentación / Medicina y servicios de salud / Farmacéuticos"
139,61.607.301-K,Fármarcos,Av. Ricardo Vicuña N°147,CONVENIO SUMINISTRO ANÁLOGO DE SOMATOSTATINAnvc,Los Angeles,Región del Biobío ,1058024-13-LR22,51182300,Medicamentos y productos farmacéuticos / Hormonas y antagonistas hormonales / Hormonas del crecimiento y sus inhibidores
140,61.602.123-0,Fármarcos,,“Compra de Insumos para Esterilización” ,,Región Metropolitana de Santiago,1058078-15-LE22,30201900,"Artículos para estructuras, obras y construcciones / Estructuras prefabricadas / Construcciones médicas prefabricadas"
141,61.608.406-2,Fármarcos,Avda. Salvador # 364,CONVENIO SUMINISTRO DE FENTANILO COMPRIMIDO PARA HOSPITAL DEL SALVADOR ,Alhué,Región Metropolitana de Santiago,1058085-142-LE22,51142200,Medicamentos y productos farmacéuticos / Medicamentos para el sistema nervioso central / Analgésicos narcóticos
142,61.608.102-0,Fármarcos,Gran Avenida Jose Miguel Carrera Nº3300,SUMINISTRO DE INSULINAS,San Miguel,Región Metropolitana de Santiago,1058090-14-LE22,51181500,Medicamentos y productos farmacéuticos / Hormonas y antagonistas hormonales / Agentes antidiabéticos y agentes hiperglicémicos
143,61.607.502-0,Fármarcos,Bienes y Servicios,SUEROS PARA QUIMIOTERAPIA,Valdivia,Región de Los Ríos,1058134-41-LE22,51191600,Medicamentos y productos farmacéuticos / Agentes que afectan el agua y los electrolitos / Electrolitos
144,70.072.600-2,Junji - Región Ñuble,1033,ADQUISICIÓN DE EQUIPAMIENTO PARA JARDINES INFANTILES DEL PROGRAMA 02 JUNJI REGIÓN DE ÑUBLE ,Chillán,Región del Ñuble,1059082-27-L122,42251600,"Equipamiento y suministros médicos / Productos de rehabilitación, terapia ocupacional y física / Equipo y dispositivos para ejercicios de rehabilitación"
145,61.202.000-0,Dirección de Obras Hidráulicas Región del Ñuble,Calle Sargento Aldea N°329 Chillán,SERVICIO LIMPIEZA DE POZOS SSR G3 REGION DE ÑUBLE,Chillán,Región del Ñuble,1063487-17-LP22,83101500,Servicios básicos y de información pública / Servicios básicos / Servicios relacionados con el agua
146,61.602.260-1,Bienes y Servicios,"GUILLERMO BUHLER 1765, OSORNO",CONVENIO DE IMPLANTES Y ACCESORIOS DENTALES HBO,Osorno,Región de los Lagos ,1063538-146-LE22,42152400,Equipamiento y suministros médicos / Equipos y suministros odontológicos / Materiales dentales
